永业小区,2室1厅,69.32平米,328,47317元/平,2020.05.10,南,精装,中楼层(共6层),1994年建板楼
文苑,4室1厅,126.97平米,320,25203元/平,2020.05.10,南,精装,低楼层(共4层),2009年建板楼
梅陇四村,2室1厅,62.13平米,303,48769元/平,2020.05.10,南,简装,高楼层(共6层),1994年建板楼
妙境一村,2室1厅,76.65平米,309,40288元/平,2020.05.10,南,简装,高楼层(共6层),1994年建板楼
大华颐和华城(公寓),2室2厅,98.4平米,560,56911元/平,2020.05.10,南,简装,低楼层(共6层),2004年建板楼
银凤小区,2室1厅,73.77平米,232,31382元/平,2020.05.10,南,简装,高楼层(共6层),1997年建板楼
极景易家,2室2厅,96.43平米,375,38889元/平,2020.05.10,南北,精装,高楼层(共6层),2004年建板楼
中环一号(三期),3室2厅,98.47平米,630,63979元/平,2020.05.10,南北,精装,中楼层(共18层),2014年建板楼
东方悦居,2室1厅,72.15平米,455,63064元/平,2020.05.10,南北,精装,低楼层(共18层),2008年建板楼
岳阳路77弄,2室1厅,62平米,793,127904元/平,2020.05.10,南,精装,高楼层(共6层),1981年建板楼
同润菲诗艾伦,3室2厅,88.52平米,290,32761元/平,2020.05.10,南,精装,低楼层(共18层),2011年建板楼
锦绣江南(一期),4室2厅,147.13平米,1025,69667元/平,2020.05.10,南,精装,高楼层(共11层),2002年建板楼
安顺路231弄,1室1厅,32.26平米,170,52697元/平,2020.05.10,南,简装,高楼层(共6层),1979年建板楼
五月花都荟豪庭,3室2厅,130.77平米,1130,86412元/平,2020.05.10,南北,精装,高楼层(共20层),2011年建板楼
清河湾佳苑(二期),2室2厅,76.66平米,256,33395元/平,2020.05.10,南北,精装,中楼层(共18层),2016年建板楼
潍坊十村,1室1厅,31.1平米,345,110933元/平,2020.05.10,南,简装,低楼层(共6层),1985年建板楼
衡辰公寓,1室1厅,58.24平米,420,72116元/平,2020.05.10,南,精装,中楼层(共18层),2007年建塔楼
利丰苑,2室1厅,87.22平米,554,63461元/平,2020.05.10,南,简装,高楼层(共6层),1999年建板楼
金榜新苑,1室2厅,62.43平米,243,38924元/平,2020.05.10,南,毛坯,中楼层(共14层),2010年建板楼
崧泽华城秀景苑,2室1厅,68.43平米,213,31127元/平,2020.05.10,南北,毛坯,低楼层(共11层),2014年建板楼
万科悦城,3室2厅,92.27平米,333,36090元/平,2020.05.10,南北,毛坯,中楼层(共11层),2014年建板楼
大华一村,2室1厅,71平米,391,55071元/平,2020.05.10,南,精装,低楼层(共6层),1995年建板楼
曹家巷小区,1室1厅,36.96平米,339,91721元/平,2020.05.10,南,其他,高楼层(共6层),1990年建板楼
龙柏西郊公寓,2室2厅,102.02平米,545,53421元/平,2020.05.10,南,精装,高楼层(共6层),1999年建板楼
翠竹苑,2室1厅,47.69平米,263,55043元/平,2020.05.10,南,精装,低楼层(共6层),1997年建板楼
丽江佳苑,1室1厅,60.07平米,219,36458元/平,2020.05.10,南,简装,高楼层(共11层),2011年建板楼
金杨新村八街坊,3室1厅,97.06平米,485,49897元/平,2020.05.10,南,简装,低楼层(共24层),1996年建塔楼
海联公寓,1室1厅,47.43平米,364,76745元/平,2020.05.10,南,精装,低楼层(共26层),1994年建塔楼
东体小区,1室0厅,34.55平米,210,60782元/平,2020.05.10,南,毛坯,低楼层(共6层),1981年建板楼
复地新都国际,2室2厅,87.47平米,805,92032元/平,2020.05.10,南,精装,低楼层(共32层),2011年建板楼
